# V1.0	10.20.2004	 User: lda	 Total number of Spots: 3072
# Created by: TIGR Spotfinder 2. 2. 3.
# TIFF files processed: CL100804#45G1_Cy3(112-10).tif; CL100804#45G1_Cy5(112-10).tif.
# 
UID	IA	IB	R	C	MR	MC	SR	SC	FlagA	FlagB	SA	SF	QCscore	QCA	QCB	BkgA	BkgB
1464	97001	39598	31	24	2	1	15	24	C	C	58	1.0000	0.2343	0.2585	0.2101	26332.000000	13920.000000
1465	65472	36961	31	25	2	2	15	1	C	C	60	1.0000	0.3128	0.3318	0.2938	22860.000000	11580.000000
1466	67283	26956	31	26	2	2	15	2	C	C	53	1.0000	0.1010	0.1142	0.0878	19981.000000	10123.000000
1467	61217	23651	31	27	2	2	15	3	C	C	52	1.0000	0.2057	0.2400	0.1715	22100.000000	10296.000000
1468	70449	33635	31	28	2	2	15	4	B	B	47	1.0000	0.3737	0.4034	0.3440	19693.000000	9353.000000
1469	61739	23405	31	29	2	2	15	5	C	C	52	1.0000	0.0977	0.1140	0.0815	22568.000000	10764.000000
1470	78278	40404	31	30	2	2	15	6	C	C	62	1.0000	0.2359	0.2641	0.2076	27032.000000	14446.000000
1471	84201	39828	31	31	2	2	15	7	C	C	64	1.0000	0.2315	0.2612	0.2017	27520.000000	13312.000000
1472	50242	28447	31	32	2	2	15	8	B	B	48	1.0000	0.2124	0.2205	0.2042	19392.000000	9552.000000
1473	80552	60074	31	33	2	2	15	9	C	C	56	1.0000	0.5691	0.5595	0.5787	27776.000000	10584.000000
1474	69553	44893	31	34	2	2	15	10	C	C	56	1.0000	0.3920	0.3965	0.3874	25984.000000	10192.000000
1475	67337	31598	31	35	2	2	15	11	C	C	53	1.0000	0.1818	0.1955	0.1680	22843.000000	9805.000000
1476	109919	46024	31	36	2	2	15	12	C	C	62	1.0000	0.3628	0.4059	0.3198	29078.000000	11966.000000
1477	93102	64522	31	37	2	2	15	13	C	C	57	1.0000	0.8165	0.8246	0.8083	22914.000000	11400.000000
1478	80639	45149	31	38	2	2	15	14	C	C	62	1.0000	0.3981	0.4155	0.3808	29698.000000	12028.000000
1479	90719	62680	31	39	2	2	15	15	C	C	74	1.0000	0.3769	0.3911	0.3626	35890.000000	14504.000000
1480	68442	40948	31	40	2	2	15	16	C	C	57	1.0000	0.2305	0.2412	0.2197	23997.000000	11286.000000
1481	73811	49454	31	41	2	2	15	17	C	C	70	1.0000	0.4028	0.4142	0.3914	26880.000000	13090.000000
1482	65575	41912	31	42	2	2	15	18	B	B	48	1.0000	0.4644	0.4766	0.4521	21072.000000	8976.000000
1483	72913	44611	31	43	2	2	15	19	C	C	50	1.0000	0.3684	0.3684	0.3684	23800.000000	10100.000000
1484	78940	46692	31	44	2	2	15	20	C	C	58	1.0000	0.3827	0.4021	0.3633	27086.000000	12586.000000
1485	67486	53334	31	45	2	2	15	21	C	C	63	1.0000	0.5184	0.5124	0.5244	27657.000000	12411.000000
1486	78119	51843	31	46	2	2	15	22	C	C	60	1.0000	0.5417	0.5530	0.5304	27900.000000	11460.000000
1487	67289	44811	31	47	2	2	15	23	C	C	51	1.0000	0.4776	0.5004	0.4548	22746.000000	9282.000000
1488	150015	93505	31	48	2	2	15	24	B	B	44	1.0000	0.8548	0.8548	0.8548	22132.000000	8888.000000
1489	62336	22618	32	1	2	1	16	1	C	C	60	1.0000	0.1699	0.2111	0.1288	21540.000000	11400.000000
1490	41704	26336	32	2	2	1	16	2	B	B	46	1.0000	0.3001	0.3120	0.2882	18262.000000	8142.000000
1491	52600	23434	32	3	2	1	16	3	C	C	55	1.0000	0.0962	0.1077	0.0846	16885.000000	10285.000000
1492	62713	46947	32	4	2	1	16	4	C	C	58	1.0000	0.4771	0.5018	0.4523	19488.000000	11078.000000
1493	41404	13595	32	5	2	1	16	5	B	B	35	1.0000	0.0000	0.0000	0.0000	12775.000000	6930.000000
1494	50672	16974	32	6	2	1	16	6	B	B	42	1.0000	0.1137	0.1305	0.0968	16170.000000	8274.000000
1495	69486	29248	32	7	2	1	16	7	C	C	72	1.0000	0.2102	0.2479	0.1726	21384.000000	14040.000000
1496	58375	23053	32	8	2	1	16	8	C	C	57	1.0000	0.1610	0.1910	0.1310	18069.000000	11286.000000
1497	59231	33794	32	9	2	1	16	9	B	B	49	1.0000	0.4373	0.4651	0.4094	16807.000000	9653.000000
1498	71192	41594	32	10	2	1	16	10	C	C	56	1.0000	0.5040	0.5181	0.4898	18984.000000	10360.000000
1499	39647	25845	32	11	2	1	16	11	B	B	40	1.0000	0.2534	0.2514	0.2554	14200.000000	7720.000000
1500	55725	26166	32	12	2	1	16	12	C	C	50	1.0000	0.2377	0.2617	0.2137	17450.000000	9550.000000
1501	55233	37688	32	13	2	1	16	13	C	C	59	1.0000	0.3138	0.3174	0.3103	19057.000000	11269.000000
1502	76764	26782	32	14	2	1	16	14	C	C	60	1.0000	0.0000	0.0000	0.0000	26220.000000	13920.000000
1503	66784	23661	32	15	2	1	16	15	C	C	63	1.0000	0.1229	0.1501	0.0957	23940.000000	14238.000000
1504	58428	20134	32	16	2	1	16	16	C	C	52	1.0000	0.0882	0.1188	0.0576	19604.000000	14612.000000
1505	63655	21536	32	17	2	1	16	17	C	C	60	1.0000	0.1234	0.1550	0.0918	19980.000000	14040.000000
1506	65114	19849	32	18	2	1	16	18	C	C	53	1.0000	0.0000	0.0000	0.0000	22949.000000	12349.000000
1507	65668	21613	32	19	2	1	16	19	C	C	59	1.0000	0.0000	0.0000	0.0000	22007.000000	12567.000000
1508	75210	44496	32	20	2	1	16	20	C	C	66	1.0000	0.1823	0.1896	0.1750	24354.000000	16434.000000
1509	81525	29436	32	21	2	1	16	21	C	C	65	1.0000	0.0794	0.0908	0.0681	29055.000000	15405.000000
1510	82606	28328	32	22	2	1	16	22	C	C	61	1.0000	0.0962	0.1087	0.0837	26291.000000	14091.000000
1511	70856	22250	32	23	2	1	16	23	C	C	56	1.0000	0.0929	0.1134	0.0724	23352.000000	13664.000000
1512	117001	36006	32	24	2	1	16	24	C	C	58	1.0000	0.2588	0.2885	0.2292	31610.000000	14036.000000
1513	72860	34938	32	25	2	2	16	1	C	C	56	1.0000	0.3312	0.3577	0.3047	20832.000000	11200.000000
1514	70691	31827	32	26	2	2	16	2	C	C	60	1.0000	0.1669	0.1881	0.1457	23400.000000	11580.000000
1515	64875	23094	32	27	2	2	16	3	C	C	53	1.0000	0.0000	0.0000	0.0000	23214.000000	10123.000000
1516	71877	35311	32	28	2	2	16	4	C	C	62	1.0000	0.1855	0.2119	0.1591	27714.000000	11966.000000
1517	55567	35456	32	29	2	2	16	5	C	C	57	1.0000	0.3309	0.3392	0.3226	22002.000000	10488.000000
1518	71354	43413	32	30	2	2	16	6	C	C	65	1.0000	0.3648	0.3814	0.3482	26910.000000	12935.000000
1519	65380	43720	32	31	2	2	16	7	C	C	61	1.0000	0.4176	0.4294	0.4059	25864.000000	12444.000000
1520	61281	40905	32	32	2	2	16	8	C	C	59	1.0000	0.4706	0.4706	0.4706	21063.000000	12154.000000
1521	69576	56957	32	33	2	2	16	9	C	C	60	1.0000	0.5767	0.5738	0.5795	22980.000000	12180.000000
1522	75320	45316	32	34	2	2	16	10	C	C	67	1.0000	0.2627	0.2854	0.2399	28140.000000	13735.000000
1523	78147	39950	32	35	2	2	16	11	C	C	69	1.0000	0.1309	0.1443	0.1174	30567.000000	13593.000000
1524	82142	47124	32	36	2	2	16	12	C	C	67	1.0000	0.3133	0.3465	0.2802	31624.000000	14003.000000
1525	78965	53759	32	37	2	2	16	13	C	C	52	1.0000	0.5192	0.5071	0.5313	22880.000000	10192.000000
1526	83080	63047	32	38	2	2	16	14	C	C	59	1.0000	0.6929	0.6929	0.6929	20296.000000	10915.000000
1527	62361	57320	32	39	2	2	16	15	C	C	59	1.0000	0.7052	0.6718	0.7387	22715.000000	11269.000000
1528	68147	39432	32	40	2	2	16	16	C	C	67	1.0000	0.2605	0.2832	0.2379	25661.000000	12998.000000
1529	69788	40006	32	41	2	2	16	17	C	C	52	1.0000	0.2166	0.2275	0.2057	23400.000000	9880.000000
1530	61119	39756	32	42	2	2	16	18	C	C	52	1.0000	0.5431	0.5328	0.5535	22620.000000	9776.000000
1531	83208	46609	32	43	2	2	16	19	C	C	60	1.0000	0.5125	0.5429	0.4821	29700.000000	11760.000000
1532	62661	32960	32	44	2	2	16	20	B	B	48	1.0000	0.2485	0.2700	0.2270	23088.000000	9648.000000
1533	76558	42121	32	45	2	2	16	21	C	C	53	1.0000	0.3829	0.3994	0.3663	23744.000000	10494.000000
1534	81410	51330	32	46	2	2	16	22	C	C	61	1.0000	0.5249	0.5417	0.5081	27389.000000	11895.000000
1535	70423	57172	32	47	2	2	16	23	C	C	61	1.0000	0.5825	0.5883	0.5766	24522.000000	11529.000000
1536	176413	109328	32	48	2	2	16	24	B	B	49	1.0000	0.7999	0.8043	0.7954	21217.000000	9604.000000
1537	230885	200965	33	1	3	1	1	1	C	C	90	1.0000	0.5223	0.5192	0.5255	39690.000000	21060.000000
1538	58591	25252	33	2	3	1	1	2	C	C	57	1.0000	0.0000	0.0000	0.0000	18639.000000	11571.000000
1539	78894	39543	33	3	3	1	1	3	C	C	61	1.0000	0.2301	0.2452	0.2149	20984.000000	12017.000000
1540	67260	34317	33	4	3	1	1	4	C	C	58	1.0000	0.1750	0.1839	0.1661	21866.000000	11194.000000
1541	166229	79592	33	5	3	1	1	5	C	C	76	1.0000	0.3288	0.3434	0.3143	29032.000000	13908.000000
1542	45453	8913	33	6	3	1	1	6	B	B	46	1.0000	0.0000	0.0000	0.0000	14352.000000	8188.000000
1543	326343	396170	33	7	3	1	1	7	C	C	75	1.0000	0.8111	0.7963	0.8259	34200.000000	14250.000000
1544	2618980	3736548	33	8	3	1	1	8	C	C	87	1.0000	0.9349	0.9259	0.9438	51504.000000	24447.000000
1545	354512	392791	33	9	3	1	1	9	C	C	81	1.0000	0.8690	0.8602	0.8777	31590.000000	15714.000000
1546	338859	277405	33	10	3	1	1	10	C	C	86	1.0000	0.8809	0.8724	0.8895	34228.000000	15738.000000
1547	111475	95114	33	11	3	1	1	11	C	C	76	1.0000	0.6425	0.6375	0.6474	30552.000000	13224.000000
1548	80065	32295	33	12	3	1	1	12	B	B	48	1.0000	0.1709	0.1748	0.1671	18288.000000	9504.000000
1549	171301	115786	33	13	3	1	1	13	C	C	64	1.0000	0.7000	0.7149	0.6850	23296.000000	12928.000000
1550	51412	19996	33	14	3	1	1	14	B	B	45	1.0000	0.1591	0.1806	0.1377	13770.000000	9045.000000
1551	167487	155337	33	15	3	1	1	15	C	C	75	1.0000	0.7452	0.7288	0.7617	28575.000000	14925.000000
1552	51180	14247	33	16	3	1	1	16	B	B	47	1.0000	0.0000	0.0000	0.0000	15604.000000	8977.000000
1553	494644	578541	33	17	3	1	1	17	C	C	82	1.0000	0.5894	0.5855	0.5933	43542.000000	20992.000000
1554	93331	70359	33	18	3	1	1	18	C	C	63	1.0000	0.7985	0.7949	0.8020	26649.000000	12285.000000
1555	104591	60383	33	19	3	1	1	19	C	C	66	1.0000	0.4648	0.4730	0.4567	27588.000000	13530.000000
1556	1413239	1041488	33	20	3	1	1	20	S	S	91	0.3516	0.9270	0.9354	0.9186	32032.000000	19776.000000
1557	854079	846461	33	21	3	1	1	21	C	C	88	1.0000	0.8672	0.8645	0.8699	48664.000000	23584.000000
1558	160628	114642	33	22	3	1	1	22	C	C	78	1.0000	0.6353	0.6423	0.6283	35256.000000	15756.000000
1559	715259	867699	33	23	3	1	1	23	C	C	95	1.0000	0.9467	0.9387	0.9547	57760.000000	28595.000000
1560	915902	933678	33	24	3	1	1	24	C	C	91	0.2747	0.8570	0.8045	0.9094	23500.000000	15350.000000
1561	939642	1352992	33	25	3	2	1	1	C	C	96	1.0000	0.5357	0.5250	0.5464	68832.000000	36000.000000
1562	197855	334563	33	26	3	2	1	2	C	C	96	1.0000	0.8141	0.7882	0.8400	51264.000000	25344.000000
1563	1393927	1775133	33	27	3	2	1	3	S	S	106	0.3585	0.8250	0.8053	0.8446	38570.000000	40204.000000
1564	183994	225813	33	28	3	2	1	4	C	C	90	1.0000	0.6536	0.6265	0.6807	43560.000000	22320.000000
1565	348269	246446	33	29	3	2	1	5	C	C	94	1.0000	0.7927	0.8061	0.7794	52170.000000	24064.000000
1566	133318	103478	33	30	3	2	1	6	C	C	83	1.0000	0.4131	0.4004	0.4258	42413.000000	17596.000000
1567	112108	67517	33	31	3	2	1	7	C	C	64	1.0000	0.2379	0.2379	0.2379	32832.000000	13120.000000
1568	965429	1172587	33	32	3	2	1	8	C	C	103	1.0000	0.8080	0.8039	0.8122	64993.000000	35123.000000
1569	164392	99838	33	33	3	2	1	9	C	C	72	1.0000	0.5832	0.6015	0.5650	32904.000000	14904.000000
1570	1179661	1286455	33	34	3	2	1	10	C	C	80	1.0000	0.9062	0.9031	0.9092	60480.000000	23280.000000
1571	157131	135228	33	35	3	2	1	11	C	C	83	1.0000	0.7550	0.7524	0.7575	43077.000000	16849.000000
1572	262712	199052	33	36	3	2	1	12	C	C	84	1.0000	0.6589	0.6694	0.6484	39648.000000	17892.000000
1573	162382	94757	33	37	3	2	1	13	C	C	72	1.0000	0.2327	0.2352	0.2301	40176.000000	17064.000000
1574	174730	101899	33	38	3	2	1	14	C	C	70	1.0000	0.5218	0.5300	0.5137	35140.000000	14700.000000
1575	83276	23375	33	39	3	2	1	15	C	C	60	1.0000	0.1984	0.2270	0.1698	26100.000000	12300.000000
1576	80138	35127	33	40	3	2	1	16	C	C	59	1.0000	0.1792	0.1931	0.1653	26491.000000	11446.000000
1577	389307	342410	33	41	3	2	1	17	C	C	88	1.0000	0.6268	0.6306	0.6229	49632.000000	21120.000000
1578	96487	38371	33	42	3	2	1	18	C	C	62	1.0000	0.3651	0.3914	0.3389	29078.000000	12710.000000
1579	88147	48133	33	43	3	2	1	19	C	C	65	1.0000	0.2498	0.2614	0.2382	33605.000000	14040.000000
1580	1065626	1069473	33	44	3	2	1	20	C	C	103	0.2913	0.8451	0.8282	0.8620	35970.000000	25740.000000
1581	1357877	1359292	33	45	3	2	1	21	C	C	96	1.0000	0.7791	0.7814	0.7769	70272.000000	31104.000000
1582	147813	98574	33	46	3	2	1	22	C	C	70	1.0000	0.5459	0.5592	0.5327	37800.000000	15050.000000
1583	533143	567913	33	47	3	2	1	23	C	C	106	0.1887	0.7853	0.7171	0.8535	23520.000000	14280.000000
1584	292962	253853	33	48	3	2	1	24	C	C	78	1.0000	0.9113	0.9082	0.9145	48360.000000	17316.000000
1585	208202	199970	34	1	3	1	2	1	C	C	90	1.0000	0.5864	0.5753	0.5975	42840.000000	20250.000000
1586	67750	28863	34	2	3	1	2	2	C	C	59	1.0000	0.1000	0.1086	0.0914	20945.000000	11564.000000
1587	69216	32794	34	3	3	1	2	3	C	C	58	1.0000	0.1036	0.1074	0.0999	21866.000000	10962.000000
1588	82962	37243	34	4	3	1	2	4	C	C	63	1.0000	0.0966	0.1043	0.0888	25326.000000	11088.000000
1589	160037	69301	34	5	3	1	2	5	C	C	61	1.0000	0.3665	0.3762	0.3569	29585.000000	11346.000000
1590	47855	9562	34	6	3	1	2	6	B	B	48	1.0000	0.0000	0.0000	0.0000	14976.000000	8112.000000
1591	446630	476693	34	7	3	1	2	7	C	C	83	1.0000	0.8925	0.8895	0.8955	32785.000000	15106.000000
1592	2677986	3741490	34	8	3	1	2	8	C	C	92	1.0000	0.8753	0.8675	0.8830	49036.000000	24288.000000
1593	370868	460121	34	9	3	1	2	9	C	C	86	1.0000	0.8680	0.8625	0.8735	30874.000000	15824.000000
1594	317226	271654	34	10	3	1	2	10	C	C	91	1.0000	0.9434	0.9376	0.9493	27573.000000	16562.000000
1595	134322	109382	34	11	3	1	2	11	C	C	78	1.0000	0.6987	0.7168	0.6806	25818.000000	14040.000000
1596	99610	40503	34	12	3	1	2	12	C	C	60	1.0000	0.2951	0.3061	0.2842	26940.000000	12060.000000
1597	195526	121498	34	13	3	1	2	13	C	C	68	1.0000	0.6990	0.7160	0.6821	26044.000000	12920.000000
1598	45447	19428	34	14	3	1	2	14	B	B	46	1.0000	0.1634	0.1745	0.1523	15640.000000	8648.000000
1599	188321	147666	34	15	3	1	2	15	C	C	78	1.0000	0.6490	0.6604	0.6377	32370.000000	15600.000000
1600	57024	13574	34	16	3	1	2	16	B	B	49	1.0000	0.0000	0.0000	0.0000	16905.000000	9555.000000
1601	618149	784730	34	17	3	1	2	17	C	C	87	1.0000	0.8047	0.7924	0.8171	47415.000000	26013.000000
1602	95496	64763	34	18	3	1	2	18	C	C	65	1.0000	0.6208	0.6315	0.6101	24895.000000	12740.000000
1603	114327	73630	34	19	3	1	2	19	C	C	65	1.0000	0.4465	0.4484	0.4446	31070.000000	13715.000000
1604	1273424	869029	34	20	3	1	2	20	S	S	96	0.3229	0.8145	0.8065	0.8225	31217.000000	16275.000000
1605	903614	902601	34	21	3	1	2	21	C	C	94	1.0000	0.9551	0.9523	0.9578	57246.000000	25192.000000
1606	157072	149913	34	22	3	1	2	22	C	C	87	1.0000	0.7982	0.8009	0.7956	36801.000000	17922.000000
1607	661062	823781	34	23	3	1	2	23	C	C	101	1.0000	0.8825	0.8708	0.8942	58479.000000	31209.000000
1608	2607285	3104297	34	24	3	1	2	24	C	C	94	0.6702	0.9212	0.9253	0.9172	56385.000000	38304.000000
1609	942843	1362515	34	25	3	2	2	1	C	C	97	1.0000	0.6608	0.6407	0.6809	68870.000000	33756.000000
1610	165292	326163	34	26	3	2	2	2	C	C	89	1.0000	0.9566	0.9301	0.9830	40762.000000	21182.000000
1611	1050529	1131338	34	27	3	2	2	3	S	S	113	0.2743	0.8530	0.8188	0.8872	30597.000000	23870.000000
1612	202066	241236	34	28	3	2	2	4	C	C	87	1.0000	0.7388	0.7154	0.7622	45501.000000	20967.000000
1613	361160	277094	34	29	3	2	2	5	C	C	100	1.0000	0.6911	0.7004	0.6817	53000.000000	22900.000000
1614	99801	79559	34	30	3	2	2	6	C	C	72	1.0000	0.2504	0.2419	0.2589	32976.000000	14544.000000
1615	126893	96800	34	31	3	2	2	7	C	C	77	1.0000	0.4491	0.4524	0.4458	36344.000000	16401.000000
1616	1446109	1771702	34	32	3	2	2	8	C	C	101	1.0000	0.8802	0.8756	0.8849	67973.000000	41915.000000
1617	169999	125582	34	33	3	2	2	9	C	C	77	1.0000	0.6351	0.6282	0.6419	43505.000000	17017.000000
1618	1211527	1398229	34	34	3	2	2	10	C	C	86	1.0000	0.9407	0.9289	0.9524	61318.000000	28122.000000
1619	134690	133808	34	35	3	2	2	11	C	C	81	1.0000	0.7114	0.7014	0.7214	38718.000000	16686.000000
1620	243740	189682	34	36	3	2	2	12	C	C	89	1.0000	0.6886	0.6950	0.6822	43788.000000	19580.000000
1621	188256	125647	34	37	3	2	2	13	C	C	81	1.0000	0.3461	0.3449	0.3473	42930.000000	18306.000000
1622	138472	87438	34	38	3	2	2	14	C	C	62	1.0000	0.5459	0.5555	0.5363	30814.000000	12834.000000
1623	85533	22768	34	39	3	2	2	15	C	C	59	1.0000	0.1413	0.1591	0.1236	25606.000000	11682.000000
1624	72814	25078	34	40	3	2	2	16	B	B	49	1.0000	0.0000	0.0000	0.0000	25578.000000	9947.000000
1625	444047	391617	34	41	3	2	2	17	C	C	85	1.0000	0.7545	0.7520	0.7569	47090.000000	19040.000000
1626	92444	36174	34	42	3	2	2	18	C	C	65	1.0000	0.1918	0.2097	0.1739	30745.000000	12675.000000
1627	69990	38509	34	43	3	2	2	19	B	B	47	1.0000	0.2470	0.2470	0.2470	22513.000000	9729.000000
1628	1623863	1731418	34	44	3	2	2	20	S	S	98	0.4490	0.8643	0.8763	0.8523	46904.000000	29524.000000
1629	992475	916623	34	45	3	2	2	21	C	C	97	1.0000	0.5593	0.5609	0.5576	74884.000000	30846.000000
1630	148941	99186	34	46	3	2	2	22	C	C	75	1.0000	0.4857	0.4894	0.4820	45075.000000	16350.000000
1631	513696	405079	34	47	3	2	2	23	C	C	113	0.1416	0.8562	0.8892	0.8232	20128.000000	12496.000000
1632	314456	262250	34	48	3	2	2	24	C	C	81	1.0000	0.8257	0.8174	0.8340	42849.000000	16605.000000
1633	723273	968508	35	1	3	1	3	1	C	C	87	1.0000	0.7414	0.7344	0.7484	47937.000000	28275.000000
1634	535815	558064	35	2	3	1	3	2	C	C	89	1.0000	0.8857	0.8719	0.8994	38804.000000	20025.000000
1635	325725	411417	35	3	3	1	3	3	C	C	89	1.0000	0.8622	0.8460	0.8784	34354.000000	16910.000000
1636	65770	18001	35	4	3	1	3	4	C	C	56	1.0000	0.0929	0.1134	0.0724	18424.000000	9688.000000
1637	1364448	1272740	35	5	3	1	3	5	C	C	99	1.0000	0.8616	0.8664	0.8569	45045.000000	21285.000000
1638	373814	229887	35	6	3	1	3	6	C	C	89	1.0000	0.6815	0.6960	0.6670	33286.000000	16287.000000
1639	80060	27443	35	7	3	1	3	7	C	C	55	1.0000	0.2440	0.2659	0.2222	19635.000000	9900.000000
1640	68860	26045	35	8	3	1	3	8	C	C	57	1.0000	0.1002	0.1134	0.0871	19152.000000	10146.000000
1641	102299	63726	35	9	3	1	3	9	C	C	64	1.0000	0.5233	0.5353	0.5113	24512.000000	11136.000000
1642	74086	53962	35	10	3	1	3	10	C	C	75	1.0000	0.3058	0.3031	0.3085	25725.000000	13425.000000
1643	850639	1094295	35	11	3	1	3	11	C	C	94	1.0000	0.9277	0.9196	0.9359	39198.000000	19270.000000
1644	232585	170391	35	12	3	1	3	12	C	C	97	1.0000	0.2442	0.2477	0.2408	49276.000000	20952.000000
1645	73650	26301	35	13	3	1	3	13	C	C	56	1.0000	0.2938	0.3209	0.2667	19936.000000	10416.000000
1646	140756	61011	35	14	3	1	3	14	C	C	59	1.0000	0.3118	0.3305	0.2930	23777.000000	11564.000000
1647	1188320	540270	35	15	3	1	3	15	C	C	68	1.0000	0.8610	0.8957	0.8262	38488.000000	16932.000000
1648	1994134	3051254	35	16	3	1	3	16	C	C	76	1.0000	0.8607	0.8450	0.8764	57152.000000	32528.000000
1649	139259	117356	35	17	3	1	3	17	C	C	76	1.0000	0.6979	0.7059	0.6899	31388.000000	15884.000000
1650	70608	34760	35	18	3	1	3	18	B	B	48	1.0000	0.3009	0.3100	0.2918	20064.000000	9648.000000
1651	1264114	1470768	35	19	3	1	3	19	C	C	79	1.0000	0.8699	0.8638	0.8759	51429.000000	24174.000000
1652	226393	202171	35	20	3	1	3	20	C	C	74	1.0000	0.8967	0.8998	0.8935	33892.000000	17390.000000
1653	1128692	1321908	35	21	3	1	3	21	C	C	100	1.0000	0.6325	0.6256	0.6395	64800.000000	33300.000000
1654	104039	85556	35	22	3	1	3	22	C	C	82	1.0000	0.2956	0.2842	0.3070	34276.000000	17794.000000
1655	538422	499381	35	23	3	1	3	23	C	C	89	1.0000	0.9598	0.9481	0.9715	43610.000000	23229.000000
1656	56149	37453	35	24	3	1	3	24	C	C	50	1.0000	0.3403	0.3545	0.3261	18450.000000	10450.000000
1657	62121	27926	35	25	3	2	3	1	C	C	51	1.0000	0.2456	0.2711	0.2202	20043.000000	10557.000000
1658	216585	236942	35	26	3	2	3	2	C	C	92	1.0000	0.6155	0.6100	0.6210	39284.000000	19688.000000
1659	1192057	1187977	35	27	3	2	3	3	S	S	102	0.3137	0.7949	0.7949	0.7949	31328.000000	22816.000000
1660	636374	421590	35	28	3	2	3	4	C	C	86	1.0000	0.9523	0.9697	0.9349	43602.000000	23134.000000
1661	106639	59205	35	29	3	2	3	5	C	C	69	1.0000	0.1899	0.1971	0.1827	34086.000000	14421.000000
1662	76448	21383	35	30	3	2	3	6	C	C	57	1.0000	0.2264	0.2633	0.1895	22914.000000	11001.000000
1663	164788	171477	35	31	3	2	3	7	C	C	84	1.0000	0.8187	0.8077	0.8296	38808.000000	17892.000000
1664	946261	1232082	35	32	3	2	3	8	C	C	96	1.0000	0.8521	0.8404	0.8639	65376.000000	34560.000000
1665	234980	250499	35	33	3	2	3	9	C	C	84	1.0000	0.9345	0.9283	0.9406	49308.000000	18648.000000
1666	84024	293989	35	34	3	2	3	10	C	C	85	1.0000	0.8119	0.6630	0.9608	37485.000000	20230.000000
1667	336048	904366	35	35	3	2	3	11	C	C	83	1.0000	0.9587	0.9242	0.9932	39342.000000	23821.000000
1668	235917	229813	35	36	3	2	3	12	C	C	85	1.0000	0.7392	0.7296	0.7488	42415.000000	18955.000000
1669	159417	76670	35	37	3	2	3	13	C	C	70	1.0000	0.2483	0.2592	0.2374	35700.000000	15540.000000
1670	96669	41334	35	38	3	2	3	14	C	C	52	1.0000	0.2639	0.2767	0.2511	23556.000000	11076.000000
1671	88729	57192	35	39	3	2	3	15	C	C	64	1.0000	0.3719	0.3857	0.3581	30592.000000	12864.000000
1672	688341	892998	35	40	3	2	3	16	C	C	88	1.0000	0.7576	0.7504	0.7649	46992.000000	27280.000000
1673	525122	466601	35	41	3	2	3	17	C	C	80	1.0000	0.8596	0.8684	0.8508	47120.000000	18800.000000
1674	461418	548189	35	42	3	2	3	18	C	C	83	1.0000	0.8522	0.8467	0.8577	47808.000000	21912.000000
1675	99660	59747	35	43	3	2	3	19	C	C	66	1.0000	0.4522	0.4689	0.4354	31086.000000	14256.000000
1676	253115	559691	35	44	3	2	3	20	C	C	84	0.1310	0.8460	0.7385	0.9535	14113.000000	11187.000000
1677	1059113	961994	35	45	3	2	3	21	C	C	85	1.0000	0.9406	0.9376	0.9437	64005.000000	25585.000000
1678	260617	382601	35	46	3	2	3	22	C	C	82	1.0000	0.8664	0.8457	0.8870	48790.000000	18532.000000
1679	155296	159836	35	47	3	2	3	23	C	C	92	1.0000	0.4104	0.4012	0.4197	48116.000000	24564.000000
1680	81965	36514	35	48	3	2	3	24	C	C	52	1.0000	0.0000	0.0000	0.0000	25688.000000	11232.000000
1681	800412	1184978	36	1	3	1	4	1	C	C	87	1.0000	0.9092	0.8870	0.9313	44718.000000	29841.000000
1682	501573	537093	36	2	3	1	4	2	C	C	90	1.0000	0.8867	0.8709	0.9025	41760.000000	19620.000000
1683	292413	397016	36	3	3	1	4	3	C	C	91	1.0000	0.9026	0.8834	0.9217	32942.000000	17927.000000
1684	53966	19916	36	4	3	1	4	4	B	B	48	1.0000	0.1066	0.1196	0.0937	16224.000000	8352.000000
1685	1426880	1365937	36	5	3	1	4	5	C	C	101	1.0000	0.9232	0.9208	0.9257	47369.000000	24947.000000
1686	357530	226064	36	6	3	1	4	6	C	C	82	1.0000	0.5728	0.5786	0.5670	27880.000000	15580.000000
1687	52768	22580	36	7	3	1	4	7	B	B	42	1.0000	0.0000	0.0000	0.0000	13440.000000	7560.000000
1688	77891	28016	36	8	3	1	4	8	C	C	57	1.0000	0.2386	0.2633	0.2140	18924.000000	10203.000000
1689	89306	78543	36	9	3	1	4	9	C	C	70	1.0000	0.6509	0.6509	0.6509	24430.000000	12180.000000
1690	68251	41757	36	10	3	1	4	10	C	C	57	1.0000	0.3823	0.3923	0.3722	20349.000000	10032.000000
1691	658790	859619	36	11	3	1	4	11	C	C	81	1.0000	0.5705	0.5725	0.5685	43416.000000	17982.000000
1692	227581	159283	36	12	3	1	4	12	C	C	89	1.0000	0.2175	0.2182	0.2168	55180.000000	20025.000000
1693	82246	28245	36	13	3	1	4	13	C	C	54	1.0000	0.1945	0.2058	0.1832	19278.000000	10206.000000
1694	141523	63979	36	14	3	1	4	14	C	C	67	1.0000	0.2123	0.2262	0.1984	30418.000000	13132.000000
1695	1231020	542296	36	15	3	1	4	15	C	C	69	1.0000	0.9065	0.9349	0.8782	39675.000000	17940.000000
1696	2261154	3072395	36	16	3	1	4	16	C	C	79	1.0000	0.8729	0.8699	0.8759	57828.000000	40764.000000
